Name,Age,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Position,Ability
G. Lapadula,28,76,76,8,20,1827,0,2,3,3,3,4,152
Dênildo Stein,30,76,76,7.5,30,1789,0,1,3,3,3,4,152
S. Padt,28,76,78,6.5,8,1205,1,1,3,1,2,1,154
S. Taïder,26,76,76,8,30,2084,1,2,3,4,3,3,152
F. Klaus,25,76,77,9,38,1866,1,1,3,3,2,3,153
H. Nordtveit,28,76,77,7,31,1914,1,2,3,2,2,2,153
L. Zuffi,28,76,77,7,25,2097,0,1,4,3,4,3,153
Emilio Piodão,26,76,76,6.5,13,2048,1,1,2,2,2,3,152
S. Zuber,26,76,77,7.5,29,2072,1,1,4,3,4,3,153
J. Palomino,28,76,78,7.5,25,1611,0,1,3,2,1,2,154
Y. Mutō,25,76,79,10,46,1895,1,1,4,3,4,4,155
J. Altidore,28,76,76,8,10,1850,1,3,4,3,1,4,152
M. Barbosa,33,76,76,3.9,22,1187,1,1,2,1,2,1,152
G. Laborde,24,76,81,10.5,24,1840,0,1,3,3,3,4,157
P. Baysse,30,76,76,5.5,34,1825,1,1,3,2,2,2,152
Eric Botteghin,30,76,76,5.5,13,1529,1,1,2,2,2,2,152
Iván Alejo,23,76,81,10.5,20,1810,1,1,3,3,2,3,157
S. Blanco,30,76,76,7.5,9,1917,1,1,3,3,2,4,152
Thiago Mendes,26,76,79,8,28,2083,1,1,3,4,3,3,155
D. Brosinski,29,76,76,6,25,2073,1,1,3,3,3,2,152
T. Monconduit,27,76,78,7.5,18,1931,1,1,3,2,2,3,154
Andrés Fernández,31,76,76,4.7,22,1299,1,1,3,1,2,1,152
Eraso,28,76,76,8,29,1928,1,1,3,3,4,3,152
S. Hanni,27,76,77,9,1,1941,1,1,4,4,3,4,153
M. Konaté,25,76,80,10,20,1720,1,1,4,3,3,4,156
C. Théréau,35,76,76,3.4,40,1887,1,2,4,4,1,4,152
A. Donatti,31,76,76,5,19,1817,1,1,4,2,2,2,152
T. Jedvaj,22,76,83,9.5,40,1812,1,2,3,2,2,2,159
Pedro Henrique,25,76,81,8.5,10,1550,0,1,2,2,2,2,157
J. Briand,32,76,76,6,41,1959,1,2,3,3,3,4,152
F. Lustenberger,30,76,76,5.5,24,1758,1,2,3,2,3,2,152
J. Ayew,26,76,76,8.5,31,1979,1,2,3,4,3,4,152
S. Sanogo,29,76,76,6,22,1984,0,1,3,3,3,3,152
R. Thomas,30,76,76,5.5,21,1588,0,2,3,2,2,2,152
Rafael Cachoira,30,76,76,5.5,20,1727,1,1,3,2,2,2,152
N. Sansone,26,76,77,9,32,1980,1,2,3,4,2,4,153
E. Bičakčić,28,76,76,6,31,1631,1,2,3,2,2,2,152
J. Veltman,26,76,77,7.5,16,1843,1,2,4,2,3,2,153
A. Knockaert,26,76,76,8.5,44,1981,0,1,3,4,4,3,152
Douglas Santos,24,76,80,8.5,12,1994,0,1,3,3,3,2,156
S. Bocchetti,31,76,76,5,1,1778,0,2,2,2,3,2,152
M. Dembélé,21,76,85,12,43,1809,1,1,2,4,1,4,161
E. Valencia,28,76,76,8,55,1969,1,2,3,4,3,4,152
F. Mollet,26,76,77,9,25,1932,1,1,4,4,3,3,153
D. Dumfries,22,76,81,8.5,13,1906,1,1,2,3,3,2,157
Koo Ja Cheol,29,76,76,7.5,25,2025,1,2,4,3,2,3,152
A. Petagna,23,76,81,10.5,25,1727,0,1,3,3,2,4,157
De Tomás,23,76,83,11,105,1806,1,1,3,3,2,4,159
E. Balanta,25,76,82,9,23,1764,0,1,2,2,4,2,158
T. Koubek,25,76,79,7,21,1059,1,1,2,1,2,1,155
J. Allen,28,76,76,7.5,44,2055,1,2,3,3,4,3,152
Alan Carvalho,28,76,76,8,21,1894,1,2,3,3,2,4,152
S. Ristovski,26,76,77,7.5,12,1964,1,1,3,3,3,2,153
Maicón,28,76,76,8,19,1923,1,1,3,3,2,3,152
D. Quintero,30,76,76,7.5,10,1906,1,1,3,4,3,3,152
P. Højbjerg,22,76,81,10,38,1982,1,2,4,3,2,3,157
I. Santini,29,76,76,7.5,23,1777,1,1,4,3,3,4,152
Vieirinha,32,76,76,4.3,1,2103,1,2,4,4,3,2,152
M. Boselli,33,76,76,4.8,32,1807,1,2,3,3,3,4,152
L. Antonelli,31,76,76,5,14,1963,0,2,3,3,4,2,152
B. Embolo,21,76,86,12.5,24,1849,1,2,4,3,2,4,162
V. Eysseric,26,76,77,9,53,1919,1,2,4,3,2,4,153
C. Salcedo,24,76,80,8.5,25,1579,1,1,3,2,2,2,156
A. Ranocchia,30,76,76,5.5,47,1559,1,2,3,2,1,2,152
L. Unnerstall,27,76,78,6,12,1061,1,1,1,1,2,1,154
T. Baumgartl,22,76,81,8.5,25,1643,1,1,3,2,2,2,157
F. Bustos,22,76,83,9,16,1922,1,1,3,4,4,2,159
P. Jansson,27,76,78,7.5,38,1662,1,1,3,2,2,2,154
W. Vainqueur,29,76,76,6,18,1936,1,2,3,3,2,3,152
S. Kverkvelia,26,76,80,8.5,1,1598,1,1,2,2,2,2,156
Rubén Blanco,22,76,83,8,14,1192,1,1,3,1,2,1,159
P. Aguilar,31,76,76,5,23,1781,1,1,3,2,3,2,152
A. Ndiaye Diedhiou,21,76,85,12,17,1924,1,1,4,4,4,3,161
Rafinha,32,76,76,4.3,53,1941,1,2,3,3,2,2,152
D. Limberský,34,76,76,2.2,1,2058,1,2,4,3,3,2,152
G. Cabral,32,76,76,4.4,21,1632,1,2,3,2,2,2,152
J. De Guzmán,30,76,76,7,32,2041,1,2,4,3,3,3,152
S. Terodde,30,76,76,7.5,23,1743,1,2,4,3,2,4,152
J. Fernandes,29,76,76,7.5,16,1899,1,1,4,4,2,3,152
Kiko Femenía,27,76,77,7,44,1998,1,1,3,3,3,2,153
Recio,27,76,79,8,26,1963,1,1,3,3,2,3,155
A. Samedov,33,76,76,4.7,1,2001,1,2,3,4,3,4,152
A. Smith,27,76,76,6.5,51,1943,1,1,3,3,3,2,152
Maurício,29,76,76,6,1,2105,1,1,4,3,3,3,152
D. Stephens,29,76,76,7.5,46,2018,1,1,3,3,3,3,152
Miguel Lopes,31,76,76,5,17,1967,1,2,4,3,3,2,152
I. Belfodil,26,76,78,9.5,35,1862,1,2,2,3,3,4,154
J. Campbell,26,76,77,9,19,1986,0,2,2,4,3,4,153
Marc Roca,21,76,87,11.5,17,1875,0,1,3,3,3,3,163
M. Veljković,22,76,83,9.5,21,1649,1,1,3,2,2,2,159
J. Willems,24,76,79,8,25,2073,0,2,4,3,2,2,155
A. Lennon,31,76,76,7,48,1904,1,2,3,3,4,3,152
F. Forster,30,76,77,5.5,33,1166,1,2,5,1,2,1,153
Júnior Caiçara,29,76,76,6,24,2059,1,2,4,3,3,2,152
C. Biraghi,25,76,78,7.5,42,1967,0,1,3,3,2,2,154
Aritz Elustondo,24,76,80,8.5,21,1720,1,1,3,2,3,2,156
Fred Aníbão,26,76,76,5.5,12,1114,1,1,2,1,2,1,152
O. Romero,25,76,77,9,16,1890,0,1,4,3,1,3,153
Nelsildo Reis,30,76,76,4.9,17,1316,1,1,3,1,2,1,152
V. Koziello,22,76,82,10.5,19,2017,1,2,4,4,3,3,158
A. Cresswell,28,76,76,6,63,2036,0,2,3,3,3,2,152
Alex Berenguer,22,76,81,10.5,34,1999,1,1,3,3,2,3,157
C. Davies,33,76,76,3.1,38,1605,1,2,3,2,3,2,152
C. Kouyaté,28,76,76,6,46,1957,1,2,3,3,3,3,152
Y. Kobayashi,30,76,76,7.5,12,1850,1,1,4,3,3,4,152
Camarasa,24,76,83,10.5,20,1972,1,1,3,3,3,3,159
J. Martin,28,76,76,7.5,20,2014,1,2,3,4,3,3,152
J. Grealish,22,76,84,11.5,18,1799,1,1,3,4,2,3,160
D. Pelkas,24,76,79,10,1,1855,1,1,3,4,3,3,155
J. Montero,28,76,76,8,30,1864,1,2,3,4,4,3,152
J. Forrest,26,76,76,8.5,48,1935,1,1,3,4,3,3,152
Varela,30,76,76,5.5,1,1782,1,1,3,2,3,2,152
M. Antenucci,33,76,76,4.8,17,1878,1,1,4,4,3,4,152
R. Durmisi,24,76,81,8.5,33,2057,0,1,3,3,3,2,157
P. Schwegler,31,76,76,5,29,2007,1,2,4,3,2,3,152
A. Hunt,31,76,76,7,16,1962,0,2,3,3,2,3,152
Aday Benítez,30,76,76,5.5,26,1867,1,1,4,3,3,2,152
K. Tierney,21,76,86,11,32,1992,0,1,3,3,4,2,162
Jaume,27,76,78,6,23,1325,1,1,3,1,2,1,154
S. Gigot,24,76,81,8.5,1,1704,1,1,2,2,2,2,157
I. Brizuela,27,76,76,8,36,1947,1,1,4,4,3,3,152
A. Souquet,26,76,77,7.5,19,1927,1,2,3,3,3,2,153
A. Delort,26,76,77,9,30,1870,1,2,3,3,2,4,153
P. Zabaleta,33,76,76,3,60,1976,1,3,3,3,3,2,152
Andeson Trigo,30,76,76,5.5,25,2105,0,1,3,3,3,2,152
J. Gnagnon,21,76,83,9.5,11,1607,1,1,2,2,2,2,159
Mosquera,30,76,76,5.5,10,1941,0,2,3,3,2,3,152
I. Bebou,24,76,81,10.5,28,1832,1,1,3,4,3,3,157
R. Morrison,25,76,79,9.5,40,1904,1,1,4,3,1,3,155
L. Christodoulopoulos,31,76,76,7,1,1989,1,1,4,3,3,3,152
J. McArthur,30,76,76,7,48,1936,1,1,3,3,4,3,152
R. Olsen,28,76,76,5.5,41,1158,1,1,2,1,2,1,152
W. Hoedt,24,76,80,8.5,34,1709,0,2,3,2,3,2,156
R. Holding,22,76,83,9.5,64,1694,1,1,3,2,2,2,159
F. Montero,30,76,76,7.5,15,2001,1,2,4,4,1,4,152
N. Sliti,25,76,77,9,15,1905,1,1,3,4,2,3,153
J. Vázquez,30,76,76,5.5,20,1934,1,1,3,2,3,3,152
Rodrigo Ely,24,76,80,8.5,18,1525,1,1,2,2,3,2,156
M. Benítez,24,76,80,10,18,1889,1,1,2,4,4,3,156
Y. Yazıcı,21,76,83,11,22,1957,0,1,4,4,3,3,159
Y. Sankharé,28,76,76,7.5,39,2023,0,2,3,3,3,3,152
A. N'Diaye,28,76,77,7,28,1874,1,1,3,3,2,3,153
S. Bell,26,76,77,7.5,24,1643,1,1,2,2,2,2,153
K. Linetty,23,76,83,10.5,28,1967,1,2,3,3,4,3,159
F. Uduokhai,20,76,84,10,26,1662,0,1,3,2,2,2,160
M. Samatta,25,76,79,10,18,1802,1,1,4,3,3,4,155
Barragán,31,76,76,5,21,1917,1,1,3,2,2,2,152
R. Hamouma,31,76,76,7,30,1941,1,2,4,3,3,3,152
L. Skorupski,27,76,79,6.5,23,1149,1,2,2,1,2,1,155
Toño García,28,76,76,6,22,2014,0,1,3,3,3,3,152
A. Szalai,30,76,76,7.5,35,1772,1,2,3,3,2,4,152
Raúl Navas,30,76,76,5.5,24,1688,1,1,3,2,2,2,152
B. Koné,30,76,76,5.5,20,1691,1,2,2,2,2,2,152
J. Brekalo,20,76,84,11.5,33,1801,1,1,3,4,2,4,160
Diego Tardelli,33,76,76,4.7,20,1970,1,2,3,4,3,4,152
A. Hegazi,27,76,78,7.5,31,1478,1,1,2,2,2,2,154
M. Sels,26,76,79,6.5,14,1182,1,1,3,1,2,1,155
D. Gray,22,76,83,11,50,1783,1,1,3,3,3,3,159
M. Pjaca,23,76,83,11,75,1937,1,2,4,3,3,4,159
M. Arambarri,22,76,81,8.5,18,1860,1,1,3,3,2,3,157
A. Ćorić,21,76,88,14,38,1795,1,1,4,4,1,3,164
T. Gebre Selassie,31,76,76,5,24,1955,1,2,2,3,2,2,152
C. Nkunku,20,76,84,11.5,46,2042,1,1,3,3,3,3,160
M. Topal,32,76,76,4.4,51,1954,1,2,5,3,2,3,152
Léo Matos,32,76,76,4.3,1,2060,1,1,3,4,3,2,152
F. Kainz,25,76,77,9,28,1844,1,1,5,4,2,4,153
B. Henrichs,21,76,84,9.5,36,1952,1,2,4,4,3,2,160
Victildinho,34,76,76,2.2,13,1961,1,1,3,3,2,2,152
D. Praet,24,76,81,10,28,1988,1,2,4,4,3,3,157
A. Umar,23,76,81,10.5,13,1942,1,1,3,4,2,3,157
J. Orozco,32,76,76,4.4,16,1409,1,2,3,1,2,1,152
N. El Zhar,31,76,76,7,28,1883,1,1,3,4,1,3,152
O. Colley,25,76,81,8.5,28,1615,0,1,3,2,3,2,157
J. Aholou,24,76,83,9.5,44,1908,0,1,3,3,3,3,159
G. Clichy,32,76,76,4.3,23,1894,0,3,4,3,2,2,152
Rubén Sobrino,26,76,78,9.5,25,1832,1,1,3,3,2,4,154
J. Iturbe,25,76,79,9.5,23,1858,0,2,2,4,2,4,155
H. Soudani,30,76,76,7.5,51,1922,0,1,4,4,3,4,152
M. Bradley,30,76,76,5.5,8,2051,1,2,3,2,3,3,152
Z. Labyad,25,76,79,9.5,17,1913,1,1,5,4,1,3,155
D. Mbokani,32,76,76,6,15,1826,1,2,3,3,2,4,152
T. Mangani,31,76,76,6.5,23,2054,0,2,3,3,2,3,152
A. Lunin,19,76,88,10.5,24,1078,1,1,3,1,2,1,164
E. Insúa,29,76,76,6,31,2056,0,2,2,3,3,2,152
N. Domingo,33,76,76,3.1,19,1935,1,1,3,3,2,3,152
D. Yedlin,24,76,81,8.5,34,1977,1,1,3,3,3,2,157
D. González,30,76,76,7,22,1996,1,1,3,3,3,3,152
T. Kraft,29,76,76,5,21,1184,1,2,4,1,2,1,152
M. Simon,22,76,82,10.5,20,1875,1,1,5,4,3,3,158
Davi Parrela,30,76,76,5.5,16,1651,1,1,3,2,2,2,152
N. Domínguez,28,76,77,7,12,1921,1,1,3,3,2,3,153
C. Dawson,28,76,76,6,32,1741,1,2,2,2,2,2,152
A. Rusnák,23,76,80,10,8,1928,1,1,4,3,3,3,156
Paulo Oliveira,27,76,78,7.5,21,1661,1,1,2,2,3,2,154
A. Gomis,24,76,82,7.5,9,1214,1,1,3,1,2,1,158
H. Tekin,29,76,77,6,44,1074,1,1,1,1,2,1,153
Tozé,25,76,80,10,11,1962,1,1,3,4,3,3,156
R. Ruidíaz,27,76,76,8,10,1878,1,1,4,4,3,4,152
J. Hogg,29,76,76,6,42,1889,1,1,3,3,3,3,152
L. Holtby,27,76,76,8,16,2017,0,2,4,3,2,3,152
A. Djiku,23,76,82,9,18,1835,1,1,3,2,3,2,158
O. Alonso,32,76,76,4.4,8,2011,1,1,4,2,3,3,152
S. Berge,20,76,87,11.5,11,1920,1,1,3,3,3,3,163
C. Zambrano,28,76,77,7,25,1800,1,2,3,2,3,2,153
M. Antonio,28,76,76,8,69,2055,1,2,3,4,3,3,152
J. Clasie,27,76,77,8.5,44,2020,1,2,4,3,2,3,153
Diego Rico,25,76,80,8,49,1965,0,1,2,3,2,2,156
Mossoró,34,76,76,3.9,25,1982,1,1,4,4,3,3,152
G. Donsah,22,76,82,10.5,27,2096,1,1,3,3,2,3,158
Felipe,33,75,75,2.7,13,1535,0,2,3,2,1,2,150
S. Fofana,23,75,82,9,22,1974,1,2,4,3,4,3,157
Pablo Santos,26,75,78,7,13,1613,0,1,2,2,3,2,153
J. Svensson,25,75,78,7,13,2029,1,1,3,3,4,2,153
E. Roco,25,75,78,7,36,1612,1,2,3,2,3,2,153
F. Midtsjø,24,75,78,8.5,13,2015,1,1,3,3,3,3,153
Francis,22,75,80,9,19,1852,1,1,3,3,2,3,155
Ivi,24,75,81,9,19,1910,1,1,3,3,2,3,156
Unai Núñez,21,75,83,8.5,14,1482,1,1,3,2,2,2,158
L. Lerager,24,75,78,8.5,31,1935,1,1,3,3,4,3,153
P. De Blasis,30,75,75,6.5,21,1992,1,1,4,3,3,3,150
M. Zajc,24,75,82,9.5,13,1921,1,1,3,4,3,3,157
J. Stanislas,28,75,75,6.5,55,1779,1,1,3,3,3,3,150
Lucas Evangelista,23,75,80,9,21,2004,0,1,3,3,3,3,155
M. Stoch,28,75,75,6.5,1,1910,1,2,4,3,3,3,150
S. van Beek,23,75,78,7,11,1628,1,1,2,2,1,2,153
Fabrio Farinha,26,75,75,7,31,1841,0,1,3,4,3,3,150
M. Kozáčik,34,75,75,2.7,1,1172,1,1,2,1,2,1,150
Fran Sol,26,75,76,8,11,1767,1,1,3,3,1,4,151
R. Otero,25,75,76,8,23,1990,1,1,4,4,3,3,151
G. Maripán,24,75,79,7.5,17,1470,1,1,2,2,2,2,154
M. Braithwaite,27,75,76,8,53,1941,1,2,4,4,3,4,151
E. Dilaver,27,75,77,6.5,1,1795,1,1,4,2,2,2,152
R. Álvarez,30,75,75,6.5,21,1955,0,2,2,4,3,3,150
A. Masuaku,24,75,79,7,49,2018,0,1,2,4,3,2,154
Rolando,32,75,75,3.8,35,1606,1,2,3,2,1,2,150
Fran Rico,30,75,75,4.9,9,1968,1,1,3,3,2,3,150
D. Tarasov,31,75,75,4.5,1,1868,1,1,3,3,2,3,150
Alcalá,29,75,75,5,26,1678,1,1,4,2,2,2,150
Alan Patrick,27,75,75,7,1,1909,1,1,3,4,2,3,150
L. Refaelov,32,75,75,5,13,1907,1,2,4,4,4,3,150
Y. Gazinskiy,28,75,75,0,0,1848,0,1,4,3,2,3,150
Palhinha,22,75,82,8,10,1774,1,1,4,2,2,3,157
Balenziaga,30,75,75,4.8,20,1911,0,1,4,3,3,2,150
R. Petrović,29,75,75,5,12,1728,1,1,2,2,2,3,150
K. Ansarifard,28,75,75,7,51,1850,1,1,4,3,3,4,150
M. Ninković,33,75,75,4,10,1909,1,2,3,4,1,3,150
A. Talavera,35,75,75,1.6,11,1289,1,2,4,1,2,1,150
A. Barrada,29,75,75,6.5,18,1925,1,1,3,3,2,3,150
J. Korb,26,75,76,6.5,28,1882,1,2,2,3,3,2,151
F. Gutiérrez,27,75,75,7,9,1969,0,2,4,3,2,3,150
T. Bongonda,22,75,81,9,14,1785,0,1,3,4,2,3,156
Simão Donatinho,34,75,75,2.7,20,1186,0,1,2,1,2,1,150
Luís Hernández,29,75,75,5,10,1880,1,1,4,2,3,2,150
L. Balogun,30,75,75,4.9,38,1751,1,1,3,2,2,2,150
M. Rog,22,75,81,9,43,1953,1,2,3,3,3,3,156
B. Dočkal,29,75,75,6.5,15,1934,1,1,4,4,1,3,150
J. Durmaz,29,75,75,6.5,28,1860,0,2,4,3,3,3,150
T. Kádár,28,75,75,5.5,1,1749,0,1,2,2,2,2,150
E. Andrada,27,75,78,5.5,16,1148,1,1,2,1,2,1,153
Z. Steffen,23,75,84,8,5,1171,1,1,3,1,2,1,159
M. Lestienne,26,75,76,8,16,1885,0,1,4,3,3,3,151
M. Alustiza,34,75,75,3.4,21,1884,0,1,4,3,3,3,150
Borja Mayoral,21,75,83,10,86,1666,1,1,4,3,3,4,158
D. Bonera,37,75,75,900,18,1490,1,2,3,2,2,2,150
Saúl Berjón,32,75,75,5,12,1942,1,1,4,3,1,3,150
C. Beauvue,30,75,75,6.5,23,1874,1,1,3,3,3,4,150
Danilo,22,75,82,9,25,2041,1,1,2,3,2,3,157
J. Hernández,29,75,75,5,26,2007,1,1,3,3,3,3,150
J. Hendrick,26,75,77,8,46,2060,1,1,3,3,3,3,152
M. Lopez,20,75,81,9,29,1971,1,1,3,3,2,3,156
F. Hanin,28,75,75,5.5,10,1875,0,1,3,3,3,2,150
D. Machís,25,75,78,8.5,26,1901,1,1,4,4,3,3,153
A. Potuk,27,75,76,7.5,53,1934,1,1,4,3,3,3,151
Idris,33,75,75,2.7,8,1826,1,1,2,2,3,3,150
N. Cardozo,31,75,75,5.5,20,2060,1,1,3,3,4,3,150
Javi López,32,75,75,3.7,23,1921,1,1,3,3,2,2,150
G. Pandev,34,75,75,3.5,18,1859,0,2,3,4,1,3,150
Júlio Tavares,29,75,75,6.5,17,1671,1,1,2,3,2,4,150
D. Liénard,30,75,75,6,18,1989,0,1,3,3,2,3,150
Y. Pelé,35,75,75,1.6,19,1157,1,1,3,1,2,1,150
L. Sepe,27,75,78,5.5,36,1150,0,1,2,1,2,1,153
J. Bruma,26,75,78,7,35,1798,1,2,3,2,2,2,153
O. Duarte,29,75,75,5,24,1588,1,1,3,2,2,2,150
A. Franco,21,75,85,9.5,13,1592,1,1,2,2,3,2,160
Dani Olmo,20,75,85,11,1,1833,1,1,4,4,3,3,160
F. Di Santo,29,75,75,6.5,31,1896,1,2,3,3,3,4,150
Jozabed,27,75,76,7.5,21,1920,1,1,3,3,2,3,151
G. Carrillo,27,75,76,8,46,1774,1,1,3,3,2,4,151
M. Zeegelaar,27,75,75,5.5,42,1967,0,1,3,3,3,2,150
G. Ferrari,26,75,79,7,40,1431,0,1,3,2,2,2,154
O. Şahiner,26,75,76,8,18,2034,1,1,3,3,3,3,151
I. Traoré,31,75,75,4.5,20,1656,1,2,2,2,2,2,150
T. Arslan,27,75,76,6.5,38,2052,1,1,4,3,2,3,151
N. Araújo,26,75,78,7,20,1705,1,1,3,2,1,2,153
S. Armstrong,26,75,77,8,42,2012,1,1,4,3,4,3,152
K. Billiat,27,75,75,7,1,1950,1,1,4,4,3,4,150
Ivan Cavaleiro,24,75,78,8.5,54,1899,1,1,4,4,3,4,153
E. Cabaco,23,75,81,8,17,1661,1,1,3,2,2,2,156
Silas Almeim,26,75,75,5.5,13,1964,0,1,3,3,2,2,150
C. Kameni,34,75,75,2.7,39,1208,1,2,3,1,2,1,150
Hélder Costa,24,75,81,9,54,1830,0,1,4,4,3,4,156
E. Durm,26,75,77,6.5,38,1878,1,2,3,3,3,2,152
Emerson,23,75,79,7,61,1948,0,2,3,3,3,2,154
G. Haraguchi,27,75,75,7,30,1817,1,2,4,4,4,3,150
C. Fuchs,32,75,75,3.7,50,2088,0,2,2,3,2,2,150
E. Kalinski,31,75,75,5.5,21,1951,1,1,4,3,3,3,150
Rafael,36,75,75,900,14,1076,1,2,3,1,2,1,150
F. Frei,29,75,75,5,24,2079,1,1,3,3,2,3,150
M. Risse,28,75,75,6.5,21,2049,1,2,2,3,3,2,150
V. Cáceres,33,75,75,0,0,2012,1,1,3,3,3,3,150
Renan Bressan,29,75,75,6.5,11,1949,1,1,3,3,2,3,150
Lucas Lima,26,75,76,6.5,22,2010,0,1,1,3,4,2,151
M. Silvestre,33,75,75,2.7,13,1699,1,2,3,2,2,2,150
Portillo,28,75,75,6.5,22,1884,1,1,3,3,2,3,150
F. Rønnow,25,75,80,6.5,21,1091,1,1,2,1,2,1,155
N. Spolli,35,75,75,1.6,11,1392,1,2,3,2,3,2,150
S. Rajković,29,75,75,5,5,1575,0,2,3,2,2,2,150
R. Berić,27,75,76,8,31,1825,1,2,3,3,3,4,151
V. Hernández,29,75,75,6.5,6,1830,1,1,3,4,2,3,150
Claudemir,30,75,75,6,14,1993,1,1,3,3,3,3,150
T. Jantschke,28,75,75,5.5,24,1826,1,2,3,2,2,2,150
L. Schaub,23,75,80,9,18,1857,0,1,3,3,3,3,155
P. Tschauner,32,75,75,3.8,22,1131,1,1,3,1,2,1,150
Gabrisco Aníbal,26,75,75,6,19,1968,1,1,3,2,3,3,150
B. Feilhaber,33,75,75,3.9,9,2025,1,2,4,3,2,3,150
A. Grassi,23,75,83,9.5,43,1939,1,1,3,3,2,3,158
N. Vikonis,34,75,75,2.7,7,1135,0,1,3,1,2,1,150
P. Ntep,25,75,76,8,36,1841,1,2,4,3,1,3,151
L. Vangioni,31,75,75,4.4,37,2038,0,1,3,3,4,2,150
S. Okazaki,32,75,75,5.5,59,1962,1,2,4,3,4,4,150
Diego Castro,35,75,75,2.9,5,1936,1,2,4,4,2,3,150
C. Jallet,34,75,75,1.9,26,2035,1,2,3,3,3,2,150
O. Pineda,22,75,83,9.5,30,2020,1,1,4,4,4,3,158
A. Mounier,30,75,75,6.5,1,1905,0,2,2,3,3,3,150
Sandro,29,75,75,5,16,1959,1,2,3,3,2,3,150
N. Redmond,24,75,79,8.5,36,1761,1,2,3,4,3,3,154
Gálvez,29,75,76,6,18,1698,1,2,3,2,2,2,151
A. Song,30,75,75,4.9,27,1905,1,3,3,3,2,3,150
E. Badu,27,75,75,7,25,2102,1,2,3,3,4,3,150
M. Agu,25,75,80,7.5,11,1801,1,1,3,2,3,3,155
Jason,23,75,81,9,19,1940,1,1,4,3,1,3,156
S. Cristóforo,24,75,79,7.5,36,1907,1,2,3,3,2,3,154
L. Butelle,35,75,75,1.6,11,1093,0,2,3,1,2,1,150
Allan Bardinho,26,75,75,7,22,1768,0,1,4,4,2,3,150
P. Dummett,26,75,76,6.5,38,1835,0,1,2,3,2,2,151
H. Villalba,23,75,79,8.5,8,1913,1,1,4,4,3,3,154
K. Amian,20,75,83,8.5,17,1857,1,1,3,3,3,2,158
José Mirazar,34,75,75,3.4,29,1863,0,1,3,3,2,4,150
A. Hernández,27,75,75,7,1,1814,0,2,4,3,1,4,150
Ailton Guevara,26,75,75,7,17,1879,1,1,3,4,3,3,150
O. Akhmedov,30,75,75,6,17,2018,1,1,3,3,2,3,150
Naldo,29,75,75,5,24,1554,1,1,3,2,2,2,150
Y. Ayoub,24,75,79,8.5,12,2044,0,1,3,3,2,3,154
A. Ring,27,75,78,6.5,8,2016,1,1,3,3,4,3,153
B. Ndiaye,27,75,75,7,40,2120,1,1,3,3,4,3,150
Kaku,23,75,83,10,8,1881,0,1,3,4,3,3,158
Adilson Edrada,26,75,75,7,18,1838,1,1,3,3,1,3,150
A. Ibargüen,26,75,76,8,56,1786,1,1,3,3,3,3,151
Iraizoz,37,75,75,450,13,1120,1,2,3,1,2,1,150
N. Nikolić,30,75,75,6.5,9,1806,1,2,4,3,3,4,150
J. Kurtić,29,75,75,6.5,15,2046,1,2,3,3,3,3,150
K. Wimmer,25,75,80,7.5,35,1627,0,2,3,2,2,2,155
A. Mejía,29,75,75,5,26,1775,1,1,2,2,3,3,150
A. Barreca,23,75,80,7.5,42,1798,0,1,2,3,3,2,155
Gil Dias,21,75,82,9.5,39,1844,0,1,4,4,4,3,157
J. Locadia,24,75,79,9,40,1871,1,1,4,3,3,4,154
S. Kryvtsov,27,75,78,6.5,1,1662,1,1,2,2,2,2,153
O. Peralta,34,75,75,3.5,56,1917,1,2,4,3,4,4,150
C. Budescu,29,75,75,6.5,32,1936,1,1,3,3,1,4,150
A. Raggi,34,75,75,2,48,1838,1,2,3,2,2,2,150
R. Donk,32,75,75,3.8,43,1907,1,1,2,3,3,3,150
Edgar Méndez,27,75,75,7,24,1919,1,1,2,3,3,3,150
L. De Silvestri,30,75,75,6.5,37,2070,1,2,3,4,3,3,150
M. Saracchi,20,75,85,9.5,27,2015,0,1,3,3,3,2,160
D. Congré,33,75,75,2.7,22,1649,1,2,3,2,2,2,150
M. Fritzler,31,75,75,4.5,13,1832,1,1,3,2,3,3,150
T. Kolodziejczak,26,75,76,6.5,42,1830,0,2,2,2,3,2,151
Caio Nunson,30,75,75,4.9,13,1759,0,1,3,2,2,2,150
Felipe Vizeu,21,75,87,12,21,1746,0,1,3,3,3,4,162
J. Damm,25,75,76,8,44,1893,1,3,3,3,3,3,151
Guilherme,27,75,77,6.5,1,1972,1,1,4,3,3,3,152
G. Nkoudou,23,75,80,9,58,1856,1,1,4,3,2,3,155
Joel Robles,28,75,76,5.5,17,1133,1,1,2,1,2,1,151
B. Zungu,25,75,78,7,16,2043,1,1,2,3,2,3,153
Otávio Cairinho,26,75,75,6,23,1761,1,1,3,2,2,2,150
P. Gouano,24,75,81,8,14,1552,1,1,2,2,3,2,156
C. Domínguez,23,75,79,8.5,45,1884,1,1,3,3,3,3,154
R. Falk,26,75,76,8,20,1975,1,1,4,4,3,3,151
André Ramalho,26,75,77,6.5,30,1895,1,1,5,2,2,2,152
G. Schennikov,27,75,76,6,1,1971,0,1,3,3,2,2,151
M. Morozyuk,30,75,75,4.8,1,1935,1,1,4,3,3,2,150
